addr,event,start,end,freq,size,DR,sample
00:80:E1:15:00:0A:D5:68,RX,1731783696.412,1731783703.436,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783703.443,1731783709.451,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783709.459,1731783715.476,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783715.484,1731783721.502,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783721.509,1731783728.531,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783728.538,1731783734.561,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783734.568,1731783740.588,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783740.596,1731783746.614,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783746.622,1731783753.641,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783753.649,1731783759.665,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783759.672,1731783765.682,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783765.689,1731783771.707,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783771.714,1731783778.739,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783778.745,1731783784.766,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783784.773,1731783790.796,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783790.803,1731783797.826,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783797.833,1731783803.856,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783803.864,1731783809.882,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783809.889,1731783815.911,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783815.918,1731783822.940,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783822.947,1731783828.965,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783828.972,1731783834.990,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783834.997,1731783841.020,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731783841.027,1731783848.041,869525000,0,2,
00:80:E1:15:05:AB:CF:19,TX,1731782011.325,1731782011.513,868100000,21,3,
00:80:E1:15:05:AB:CF:19,TX,1731782071.331,1731782071.518,868500000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731782131.337,1731782131.524,867700000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731782191.343,1731782191.530,868100000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731782251.348,1731782251.536,867300000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731782311.354,1731782311.542,867500000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731782371.360,1731782371.548,867100000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731782431.366,1731782431.554,867100000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731782491.372,1731782491.559,868100000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731782551.378,1731782551.565,868300000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731782611.384,1731782611.571,867900000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731782671.389,1731782671.577,867900000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731782731.395,1731782731.583,867500000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731782791.401,1731782791.589,867500000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731782851.407,1731782851.595,867100000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731782911.413,1731782911.600,867100000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731782971.419,1731782971.606,868100000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731783031.425,1731783031.612,868300000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731783091.431,1731783091.618,867700000,18,3,
00:80:E1:15:05:AB:CF:19,TX,1731783151.436,1731783151.624,868100000,18,3,
00:80:E1:15:05:AB:CF:19,RX,1731783151.436,1731783152.915,868100000,0,3,
00:80:E1:15:05:AB:CF:19,TX,1731783152.931,1731783153.098,867500000,15,3,
00:80:E1:15:05:AB:CF:19,TX,1731783211.442,1731783211.630,867700000,18,3,
00:80:E1:15:05:AB:CF:19,RX,1731783211.442,1731783212.839,867700000,0,3,
00:80:E1:15:05:AB:CF:19,TX,1731783216.727,1731783216.894,868500000,15,3,
00:80:E1:15:05:AB:CF:19,TX,1731783271.448,1731783271.636,867100000,18,3,
00:80:E1:15:05:AB:CF:19,RX,1731783271.448,1731783272.845,867100000,0,3,
00:80:E1:15:05:AB:CF:19,TX,1731783272.851,1731783273.039,868100000,18,3,
00:80:E1:15:05:AB:CF:19,RX,1731783524.862,1731783526.704,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783526.712,1731783533.731,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783533.739,1731783539.754,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783539.763,1731783545.779,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783545.788,1731783551.800,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783551.807,1731783558.819,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783558.827,1731783564.848,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783564.855,1731783570.878,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783570.886,1731783576.912,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783576.920,1731783583.933,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783583.940,1731783589.963,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783589.971,1731783595.989,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783595.998,1731783602.014,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783602.021,1731783609.043,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783609.051,1731783615.069,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783615.077,1731783621.100,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783621.108,1731783628.116,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783628.124,1731783634.144,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783634.152,1731783640.159,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783640.167,1731783646.181,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783646.188,1731783653.210,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783653.218,1731783659.234,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783659.242,1731783665.258,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783665.265,1731783671.287,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783671.295,1731783678.316,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783678.324,1731783684.342,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783684.349,1731783690.371,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783690.379,1731783696.401,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783696.409,1731783703.431,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783703.439,1731783709.448,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783709.456,1731783715.473,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783715.480,1731783721.498,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783721.506,1731783728.527,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783728.535,1731783734.557,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783734.565,1731783740.585,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783740.593,1731783746.611,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783746.619,1731783753.638,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783753.645,1731783759.662,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783759.670,1731783765.679,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783765.685,1731783771.704,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783771.712,1731783778.735,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783778.743,1731783784.762,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783784.769,1731783790.792,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783790.800,1731783797.822,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783797.830,1731783803.852,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783803.860,1731783809.879,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783809.887,1731783815.907,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783815.915,1731783822.935,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783822.943,1731783828.961,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783828.969,1731783834.986,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783834.994,1731783841.015,869525000,0,2,
00:80:E1:15:05:AB:CF:19,RX,1731783841.023,1731783848.037,869525000,0,2,
