addr,event,start,end,freq,size,DR,sample
00:80:E1:15:00:0A:D5:68,RX,1731768394.331,1731768400.349,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768400.356,1731768407.380,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768407.387,1731768413.405,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768413.413,1731768419.432,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768419.440,1731768425.461,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768425.468,1731768432.494,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768432.501,1731768438.520,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768438.527,1731768444.550,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768444.556,1731768450.579,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768450.586,1731768457.611,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768457.618,1731768463.639,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768463.646,1731768469.671,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768469.678,1731768475.699,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768475.706,1731768482.726,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768482.733,1731768488.751,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768488.758,1731768494.776,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768494.783,1731768500.806,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768500.813,1731768507.836,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768507.843,1731768513.855,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768513.862,1731768519.882,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768519.889,1731768525.913,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768525.921,1731768532.945,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768532.952,1731768538.971,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768538.978,1731768545.002,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768545.009,1731768551.030,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768551.038,1731768558.061,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768558.069,1731768564.089,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768564.096,1731768570.105,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768570.112,1731768576.135,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768576.141,1731768583.164,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768583.171,1731768589.193,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768589.200,1731768595.219,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768595.225,1731768602.248,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768602.255,1731768608.275,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768608.282,1731768614.300,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768614.306,1731768620.324,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768620.332,1731768627.350,869525000,0,2,
00:80:E1:15:00:0A:D5:68,RX,1731768627.357,1731768633.376,869525000,0,2,
