addr,event,start,end,freq,size,DR,sample
00:80:E1:15:05:AB:CD:7C,RX,1733749224.123,1733749228.965,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749228.973,1733749243.630,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749243.635,1733749250.013,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749250.021,1733749270.061,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749270.069,1733749291.126,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749291.134,1733749312.262,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749312.270,1733749332.319,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749332.327,1733749353.370,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749353.377,1733749374.440,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749374.448,1733749394.600,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749394.608,1733749399.638,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749399.643,1733749415.654,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749415.662,1733749436.714,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749436.722,1733749456.777,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749456.785,1733749477.931,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749477.939,1733749498.006,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749498.014,1733749519.055,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749519.063,1733749540.121,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749540.129,1733749560.265,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749560.273,1733749581.363,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749581.370,1733749602.412,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749602.420,1733749622.464,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749622.472,1733749643.536,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749643.544,1733749663.674,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749663.683,1733749684.739,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749684.746,1733749689.119,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749689.123,1733749705.780,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749705.788,1733749725.845,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749725.853,1733749747.003,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749747.010,1733749768.061,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749768.069,1733749788.114,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749788.122,1733749809.182,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749809.190,1733749830.302,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749830.310,1733749850.377,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749850.385,1733749866.724,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749866.729,1733749871.440,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749871.448,1733749892.502,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749892.510,1733749912.618,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749912.625,1733749933.717,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749933.725,1733749953.769,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749953.777,1733749974.834,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749974.842,1733749995.921,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733749995.929,1733750016.049,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733750016.057,1733750037.124,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733750037.132,1733750058.178,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733750058.186,1733750078.244,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733750078.251,1733750099.328,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733750099.336,1733750119.423,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733750119.431,1733750136.072,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733750136.077,1733750140.482,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733750140.490,1733750161.541,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733750161.549,1733750181.641,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733750181.649,1733750202.741,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733750202.748,1733750223.802,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733750223.810,1733750243.859,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733750243.867,1733750264.931,869525000,0,0,
00:80:E1:15:05:AB:CD:7C,RX,1733750264.939,1733750286.031,869525000,0,0,
00:80:E1:15:00:0A:D5:68,TX,1733748597.941,1733748598.046,868100000,21,4,
00:80:E1:15:00:0A:D5:68,TX,1733748657.946,1733748658.041,868300000,18,4,
00:80:E1:15:00:0A:D5:68,TX,1733748717.952,1733748718.047,867900000,18,4,
00:80:E1:15:00:0A:D5:68,TX,1733748777.958,1733748778.053,868100000,18,4,
00:80:E1:15:00:0A:D5:68,TX,1733748837.964,1733748838.059,867500000,18,4,
00:80:E1:15:00:0A:D5:68,RX,1733748837.964,1733748839.225,867500000,0,4,
00:80:E1:15:00:0A:D5:68,TX,1733748839.241,1733748839.336,867500000,15,4,
00:80:E1:15:00:0A:D5:68,TX,1733748897.970,1733748898.065,868500000,18,4,
00:80:E1:15:00:0A:D5:68,RX,1733748897.970,1733748899.180,868500000,0,4,
00:80:E1:15:00:0A:D5:68,TX,1733748903.067,1733748903.161,867300000,15,4,
00:80:E1:15:00:0A:D5:68,TX,1733748957.976,1733748958.071,868300000,18,4,
00:80:E1:15:00:0A:D5:68,RX,1733748957.976,1733748959.186,868300000,0,4,
00:80:E1:15:00:0A:D5:68,TX,1733748959.193,1733748959.287,868500000,18,4,
00:80:E1:15:00:0A:D5:68,RX,1733749224.203,1733749228.855,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749228.862,1733749243.520,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749243.525,1733749249.903,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749249.910,1733749269.950,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749269.957,1733749291.017,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749291.024,1733749312.153,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749312.160,1733749332.209,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749332.216,1733749353.261,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749353.268,1733749374.330,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749374.337,1733749394.490,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749394.498,1733749399.529,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749399.533,1733749415.545,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749415.552,1733749436.606,869525000,0,0,
00:80:E1:15:00:0A:D5:68,RX,1733749436.612,1733749456.668,869525000,0,0,
