DR,timestamp,threshold,event,device,nb_ED,seed,objSize,distance,fport,policy
ALL,615.420363492,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,FASTEST
ALL,618.786507492,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,FASTEST
ALL,622.152651492,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,FASTEST
ALL,622.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,625.518795492,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,FASTEST
ALL,627.344576010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,FASTEST
ALL,628.884939492,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,FASTEST
ALL,632.251083492,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,FASTEST
ALL,635.617227492,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,FASTEST
ALL,638.983371492,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,FASTEST
ALL,642.349515492,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,FASTEST
ALL,672.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,682.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,687.344576010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,FASTEST
ALL,732.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,742.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,747.344576010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,FASTEST
ALL,792.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,802.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,807.344576010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,FASTEST
ALL,852.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,862.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,867.344576010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,FASTEST
ALL,912.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,922.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,927.344576010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,FASTEST
ALL,972.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,982.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,987.344576010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,FASTEST
ALL,1032.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,1042.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,1047.344576010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,FASTEST
ALL,1092.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,1102.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,1107.344576010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,FASTEST
ALL,1152.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,1162.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,1167.344576010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,FASTEST
ALL,1212.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,1222.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,1226.185353740,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,FASTEST
ALL,1226.185353740,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,202,FASTEST
ALL,1236.551881700,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,29,FASTEST
ALL,1236.551881700,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,204,FASTEST
ALL,1272.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,1282.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,1332.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,1342.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,1392.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,1402.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,1452.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,1462.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,1512.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,1522.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,1525.717835404,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,FASTEST
ALL,1531.436363404,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,FASTEST
ALL,1537.154891404,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,FASTEST
ALL,1542.873419404,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,FASTEST
ALL,1548.591947404,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,FASTEST
ALL,1554.310475404,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,FASTEST
ALL,1560.029003404,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,FASTEST
ALL,1565.747531404,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,FASTEST
ALL,1571.466059404,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,FASTEST
ALL,1572.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,1577.184587404,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,FASTEST
ALL,1582.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,1632.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,1642.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,1692.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,1702.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,1752.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,1762.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,1812.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,1822.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,1872.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,1882.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,1932.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,1942.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,1992.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,2002.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,2052.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,2062.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,2112.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,2122.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,2171.350217740,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,FASTEST
ALL,2171.350217740,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,202,FASTEST
ALL,2182.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,2189.784841700,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,29,FASTEST
ALL,2189.784841700,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,204,FASTEST
ALL,2242.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,2302.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,2362.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,2422.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,2470.800778532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2476.523914532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2482.247050532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2482.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,2487.970186532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2493.693322532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2499.416458532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2505.139594532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2510.862730532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2516.585866532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2522.309002532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2528.032138532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2533.755274532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2539.478410532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2542.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,2545.201546532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2550.924682532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2556.647818532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2562.370954532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2568.094090532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2573.817226532,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,FASTEST
ALL,2602.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,2662.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,2722.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,2782.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,2842.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,2902.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,2962.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,3022.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,3081.659465740,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,FASTEST
ALL,3081.659465740,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,202,FASTEST
ALL,3112.154761700,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,29,FASTEST
ALL,3112.154761700,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,204,FASTEST
ALL,3380.864265964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3386.043657964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3391.223049964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3396.402441964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3401.581833964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3406.761225964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3411.940617964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3417.120009964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3422.299401964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3427.478793964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3432.658185964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3437.837577964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3443.016969964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3448.196361964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3453.375753964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3458.555145964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3463.734537964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3468.913929964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3474.093321964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3479.272713964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3484.452105964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3489.631497964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3494.810889964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3499.990281964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3505.169673964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3510.349065964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3515.528457964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3520.707849964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3525.887241964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3531.066633964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3536.246025964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3541.425417964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3546.604809964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3551.784201964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3556.963593964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3562.142985964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3567.322377964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3572.501769964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3577.681161964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3582.860553964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3588.039945964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3593.219337964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3598.398729964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3603.578121964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3608.757513964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3613.936905964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3619.116297964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3624.295689964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3629.475081964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3634.654473964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3639.833865964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,3645.013257964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,FASTEST
ALL,12.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,ALL
ALL,17.308480010,2000,TX,0110110|0000000000000011101001001,4,1,2000,0,28,ALL
ALL,22.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,ALL
ALL,27.344576010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,ALL
ALL,72.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,ALL
ALL,77.308480010,2000,TX,0110110|0000000000000011101001001,4,1,2000,0,28,ALL
ALL,82.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,ALL
ALL,87.344576010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,ALL
ALL,132.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,ALL
ALL,137.308480010,2000,TX,0110110|0000000000000011101001001,4,1,2000,0,28,ALL
ALL,142.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,ALL
ALL,147.344576010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,ALL
ALL,192.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,ALL
ALL,197.308480010,2000,TX,0110110|0000000000000011101001001,4,1,2000,0,28,ALL
ALL,202.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,ALL
ALL,207.344576010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,ALL
ALL,252.427008010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,ALL
ALL,257.308480010,2000,TX,0110110|0000000000000011101001001,4,1,2000,0,28,ALL
ALL,262.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,ALL
ALL,267.344576010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,ALL
ALL,311.350217740,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,28,ALL
ALL,311.350217740,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,202,ALL
ALL,318.365257740,2000,TX,0110110|0000000000000011101001001,4,1,2000,0,28,ALL
ALL,318.365257740,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,202,ALL
ALL,321.890624010,2000,TX,0110110|0000000000000011101001001,4,1,2000,0,29,ALL
ALL,322.550912010,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,ALL
ALL,327.344576010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,ALL
ALL,328.728064010,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,29,ALL
ALL,381.659465740,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,28,ALL
ALL,381.659465740,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,202,ALL
ALL,385.250761710,2000,TX,0110110|0000000000000011101001001,4,1,2000,0,29,ALL
ALL,385.250761710,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,204,ALL
ALL,387.344576010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,ALL
ALL,391.134592020,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,29,ALL
ALL,412.154761700,2000,TX,0110110|0000000000000011101001010,4,1,2000,0,29,ALL
ALL,412.154761700,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,204,ALL
ALL,446.185353740,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,28,ALL
ALL,446.185353740,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,202,ALL
ALL,454.597897720,2000,TX,0110110|0000000000000011101001000,4,1,2000,0,29,ALL
ALL,454.597897720,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,204,ALL
ALL,455.495104010,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,29,ALL
ALL,516.670217710,2000,TX,0110110|0000000000000011101001011,4,1,2000,0,29,ALL
ALL,516.670217710,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,204,ALL
ALL,610.740361964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,610.740361964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,610.740361964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,610.740361964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,615.919753964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,615.919753964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,615.919753964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,615.919753964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,621.099145964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,621.099145964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,621.099145964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,621.099145964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,626.278537964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,626.278537964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,626.278537964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,626.278537964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,631.457929964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,631.457929964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,631.457929964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,631.457929964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,636.637321964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,636.637321964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,636.637321964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,636.637321964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,641.816713964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,641.816713964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,641.816713964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,641.816713964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,646.996105964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,646.996105964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,646.996105964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,646.996105964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,652.175497964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,652.175497964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,652.175497964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,652.175497964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,657.354889964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,657.354889964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,657.354889964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,657.354889964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,662.534281964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,662.534281964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,662.534281964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,662.534281964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,667.713673964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,667.713673964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,667.713673964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,667.713673964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,672.893065964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,672.893065964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,672.893065964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,672.893065964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,678.072457964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,678.072457964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,678.072457964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,678.072457964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,683.251849964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,683.251849964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,683.251849964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,683.251849964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,688.431241964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,688.431241964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,688.431241964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,688.431241964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,693.610633964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,693.610633964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,693.610633964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,693.610633964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,698.790025964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,698.790025964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,698.790025964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,698.790025964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,703.969417964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,703.969417964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
ALL,703.969417964,2000,RX,0110110|0000000000000011101001010,4,1,2000,0,200,ALL
ALL,703.969417964,2000,RX,0110110|0000000000000011101001011,4,1,2000,0,200,ALL
ALL,709.148809964,2000,RX,0110110|0000000000000011101001000,4,1,2000,0,200,ALL
ALL,709.148809964,2000,RX,0110110|0000000000000011101001001,4,1,2000,0,200,ALL
