DR,timestamp,threshold,event,device,nb_ED,seed,objSize,distance,fport,policy
2,709.030272624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,714.209664624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,719.389056624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,724.568448624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,729.747840624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,734.927232624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,740.106624624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,745.286016624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,750.465408624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,755.644800624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,760.824192624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,766.003584624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,771.182976624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,776.362368624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,781.541760624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,786.721152624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,791.900544624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,797.079936624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,802.259328624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,807.438720624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,812.618112624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,817.797504624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,822.976896624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,828.156288624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,833.335680624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,838.515072624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,843.694464624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,848.873856624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,854.053248624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,859.232640624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,864.412032624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,869.591424624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
2,874.770816624,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,12.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
3,42.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
3,72.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
3,102.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
3,132.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
3,162.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
3,192.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
3,222.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
3,252.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
3,282.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
3,311.102912400,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
3,311.102912400,,RX,0110110|0000000000000011101001000,1,1,2000,0,202,FIXED_BY_USER
3,317.947392360,,TX,0110110|0000000000000011101001000,1,1,2000,0,29,FIXED_BY_USER
3,317.947392360,,RX,0110110|0000000000000011101001000,1,1,2000,0,204,FIXED_BY_USER
3,610.682241192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,616.405377192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,622.128513192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,627.851649192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,633.574785192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,639.297921192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,645.021057192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,650.744193192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,656.467329192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,662.190465192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,667.913601192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,673.636737192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,679.359873192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,685.083009192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,690.806145192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,696.529281192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,702.252417192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,707.975553192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
3,713.698689192,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
4,12.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
4,42.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
4,72.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
4,102.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
4,132.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
4,162.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
4,192.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
4,222.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
4,252.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
4,282.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
4,311.102912400,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
4,311.102912400,,RX,0110110|0000000000000011101001000,1,1,2000,0,202,FIXED_BY_USER
4,317.947392360,,TX,0110110|0000000000000011101001000,1,1,2000,0,29,FIXED_BY_USER
4,317.947392360,,RX,0110110|0000000000000011101001000,1,1,2000,0,204,FIXED_BY_USER
4,610.681730064,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
4,616.400258064,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
4,622.118786064,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
4,627.837314064,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
4,633.555842064,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
4,639.274370064,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
4,644.992898064,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
4,650.711426064,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
4,656.429954064,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
4,662.148482064,,RX,0110110|0000000000000011101001000,1,1,2000,0,200,FIXED_BY_USER
5,12.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
5,42.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
5,72.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
5,102.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
5,132.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
5,162.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
5,192.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
5,222.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
5,252.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
5,282.308480010,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
5,311.102912400,,TX,0110110|0000000000000011101001000,1,1,2000,0,28,FIXED_BY_USER
